Address,Area,Bedroom,Code,DateExpiration,DateUpLoad,Furniture,Legal,Name,Price,Toilet
Quận 8,73 m²,2 phòng,38310510,04/12/2023,27/11/2023,,,"Chuyên cho thuê CH City Gate, căn 2 và 3 phòng ngủ giá 7 đến 8 triệu, có nội thất giá 9 đến 10triệu",7 triệu/tháng,2 phòng
Quận 1,30 m²,1 phòng,35416002,07/12/2023,27/11/2023,Nội thất đầy đủ,,Cho thuê căn hộ dịch vụ tại ngã 6 Phù Đổng Quận 1 full nội thất chuẩn 5 sao giá cực tốt,12 triệu/tháng,1 phòng
Quận 12,60 m²,2 phòng,38648407,04/12/2023,27/11/2023,,,Chính chủ cho thuê căn hộ Picity High Park 2PN giá 8 triệu/ tháng bao gồm phí quản lí LH ,8 triệu/tháng,1 phòng
Quận 7,35 m²,1 phòng,36160862,19/12/2023,19/11/2023,Cơ bản.,,Q7 Boulevard - 35m2: 8 triệu/th full nội thất - 2PN - 8 triệu NTCB,8 triệu/tháng,1 phòng
Bình Chánh,72 m²,2 phòng,36264449,04/12/2023,24/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,Chuyên cho thuê căn hộ Mizuki Park Bình Chánh - liên hệ căn hộ: ,7 triệu/tháng,
Quận 8,79 m²,2 phòng,36482912,05/12/2023,25/11/2023,Cơ bản,Đang chờ sổ,"Cho thuê nhiều căn hộ Topaz Elite, 2PN - 3PN, giá chỉ 8,5 triệu/tháng. Xem nhà 24/24","8,5 triệu/tháng",2 phòng
Quận 1,74 m²,2 phòng,38334994,05/12/2023,25/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,"Cần cho thuê căn hộ 2PN Vinhome Golden River Q1. DT 74m2 đầy đủ nội thất, chỉ 21 triệu giá rẻ nhất",21 triệu/tháng,2 phòng
Quận 2,51 m²,1 phòng,37722452,28/11/2023,13/11/2023,Đầy đủ,Hợp đồng mua bán,"Cho thuê căn hộ 1 phòng ngủ New City có ban công, view Bitexco giá 13.000.000vnđ/th, LH: ",13 triệu/tháng,1 phòng
Quận 7,40 m²,,33844792,10/12/2023,10/11/2023,,,Hệ thống căn hộ - Phòng trọ tại Quận 7,5 triệu/tháng,
Quận 7,53 m²,2 phòng,38035294,04/12/2023,04/11/2023,,,"Cho thuê căn hộ Lavida Plus, 2PN 1WC full nội thất",12 triệu/tháng,1 phòng
Quận 7,78 m²,2 phòng,38648874,07/12/2023,27/11/2023,Đầy đủ,,"Cho thuê Hưng Phúc Premier, Phú Mỹ Hưng, Q7. Đầy đủ nội thất mới, giá 16 triệu/tháng. ",16 triệu/tháng,2 phòng
Quận 10,90 m²,3 phòng,38363052,30/11/2023,20/11/2023,,,"Cho thuê căn hộ Xi Grand Court Quận 10, DT 90m2, 3PN, giá 18triệu/tháng. Lh ",18 triệu/tháng,
Phú Nhuận,75 m²,3 phòng,32457084,05/12/2023,20/11/2023,,,"Chính chủ cho thuê căn hộ Newton, Trương Quốc Dung Phú Nhuận 2PN- 3PN giá 19tr/th. LH: ",19 triệu/tháng,2 phòng
Quận 2,73 m²,2 phòng,38120521,02/12/2023,17/11/2023,,,"Cho thuê căn hộ Lexington Residence 1PN, 2PN, 3PN NTCB đến full nội thất, giá chỉ từ 13 triệu",13 triệu/tháng,2 phòng
Quận 4,88 m²,2 phòng,38650465,07/12/2023,27/11/2023,Đầy đủ,,Nhà mới 100% siêu đẹp cho thuê 2PN - 2WC SG Royal. View sông thoáng mát. LH ,28 triệu/tháng,2 phòng
Phú Nhuận,40 m²,1 phòng,38519946,09/12/2023,09/11/2023,Đầy đủ,Hợp đồng mua bán,"Cho thuê căn hộ dịch vụ Phú Nhuận - 1 phòng ngủ tách bếp, ban công - nội thất sang xịn",12 triệu/tháng,1 phòng
Quận 2,73 m²,2 phòng,38648726,04/12/2023,27/11/2023,,,"Cập nhật giỏ hàng cho thuê Lumiere Riverside mới nhất 11/2023 1PN 17tr, 2PN 23tr. LH: ",Thỏa thuận,
Quận 12,57 m²,,38472224,07/12/2023,27/11/2023,,,Chuyên cho thuê căn hộ Picity High Park Q. 12 giá từ 6tr/tháng,7 triệu/tháng,
Thủ Đức,64 m²,2 phòng,38650530,07/12/2023,27/11/2023,,,"(Tin thật)cho thuê căn hộ chung cư Sunview Town. Q: TĐ. 64m2, 2 phòng ngủ, 6tr/tháng",6 triệu/tháng,2 phòng
Quận 4,117 m²,3 phòng,38650551,07/12/2023,27/11/2023,Cơ bản,Hợp đồng mua bán,Chuyên cho thuê căn hộ Gold View Quận 4 giá tốt 3 phòng ngủ giá 23 triệu ở liền được LH: ,23 triệu/tháng,2 phòng
Quận 7,70 m²,2 phòng,31680405,28/11/2023,18/11/2023,Cơ bản,Hợp đồng mua bán,"Chính chủ cho thuê Q7 Boulevard Officetel/6tr, 2PN/9tr NTCB. LH: ",9 triệu/tháng,2 phòng
Quận 7,57 m²,2 phòng,34597977,28/11/2023,18/11/2023,Trống,Hợp đồng mua bán,"Chỉ với 9.5tr cho căn 2PN - Full NT, đã có thể trở thành cư dân của Q7 Boulevard, LH: ","9,5 triệu/tháng",2 phòng
Quận 7,86 m²,3 phòng,34682673,06/12/2023,26/11/2023,Cơ bản,Hợp đồng mua bán,"Cho thuê CH Q7 Riverside Full NT - 11 triệu/th 3PN, View thành phố, tầng trung LH: ",11 triệu/tháng,2 phòng
Quận 6,86 m²,2 phòng,38623366,03/12/2023,23/11/2023,,,"Cho thuê CHCC Him Lam Chợ Lớn, Quận 6. DT - 86m2 2PN 2WC. Giá 10 triệu + ở liền. LH: ",10 triệu/tháng,2 phòng
Quận 4,70 m²,2 phòng,38606532,01/12/2023,21/11/2023,,,Chuyên cho 2 phòng ngủ Tresor nhà đẹp view thoáng giá chỉ 19tr/tháng ở liền được LH ,19 triệu/tháng,2 phòng
Quận 2,85 m²,2 phòng,37997302,12/12/2023,27/11/2023,,Sổ đỏ/ Sổ hồng,"Cho thuê căn hộ chung cư Palm Heights Phường An Phú giá 2PN 13tr/tháng, 3PN 16 triệu/tháng",13 triệu/tháng,2 phòng
Quận 9,69 m²,2 phòng,35737750,01/12/2023,01/11/2023,Đầy đủ.,Sổ đỏ/ Sổ hồng,Chính chủ cho thuê căn hộ 2 PN full nội thất Vinhomes Grand Park giá 7tr. LH gọi ngay: ,7 triệu/tháng,2 phòng
Quận 2,89 m²,3 phòng,38650784,07/12/2023,27/11/2023,,,Cho thuê căn hộ duplex La Astoria Quận 2 89m2 3PN 3WC nhà mới đẹp và đầy đủ giá cho thuê 13tr/th,13 triệu/tháng,3 phòng
Tân Bình,27 m²,1 phòng,38650592,12/12/2023,27/11/2023,Full,,Căn hộ 1 phòng ngủ full nội thất sạch sẽ siêu rộng,"6,5 triệu/tháng",1 phòng
Bình Thạnh,35 m²,,38303689,07/12/2023,27/11/2023,,,Căn hộ cao cấp siêu xin mịn full nội thất ban công dịch vụ đầy đủ tiện ích,"7,7 triệu/tháng",
Quận 2,77 m²,2 phòng,38639250,10/12/2023,25/11/2023,,,Gấp! Cho thuê căn hộ 2 phòng ngủ Lumiere Riverside. View hồ bơi,19 triệu/tháng,1 phòng
Bình Thạnh,30 m²,1 phòng,37898699,06/12/2023,06/11/2023,Đầy đủ,,Hot căn hộ 1 phòng ngủ full nội thất - tách bếp cửa sổ lớn thoáng mát - cam kết hình thật giá thật,"6,5 triệu/tháng",1 phòng
Quận 8,92 m²,3 phòng,37359949,05/12/2023,25/11/2023,"Có 3 máy lạnh, rèm, 2 máy nước nóng, tủ lạnh, bếp, giàn phơi, sofa, kệ tivi, 2 giường, 2 nệm ở liền được.",Đang chờ sổ,"Căn hộ Topaz Elite căn góc 3PN-2WC ngay cầu chữ Y có nhiều nội thất, giá 11 triệu/tháng ở liền được",11 triệu/tháng,2 phòng
Quận 2,61 m²,2 phòng,38200442,30/11/2023,20/11/2023,Đầy đủ,,Đang trống New City 2PN + 2WC. Đầy đủ nội thất đẹp 61m2. Giá thuê 15.5tr/th. Giá rẻ nhất loại hình,"15,5 triệu/tháng",2 phòng
Quận 2,51 m²,1 phòng,38092436,30/11/2023,20/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,Chốt chốt! New City 1 phòng ngủ - 51m2. Nội thất đầy đủ giá thuê siêu tiết kiệm 13tr/th có ban công,13 triệu/tháng,1 phòng
Bình Chánh,60 m²,2 phòng,37782354,07/12/2023,27/11/2023,Cơ bản và có nội thất.,Hợp đồng mua bán.,Mizuki Park cho thuê căn hộ Panorama Mới 100% - Giá chỉ từ 9 triệu/tháng - bao phí quản lý,9 triệu/tháng,1 phòng
Bình Thạnh,68 m²,2 phòng,32187985,17/12/2023,17/11/2023,,,"Cho thuê căn hộ chung cư Wilton Tower 2PN, 14tr - 3PN, 19tr. LH: ",14 triệu/tháng,2 phòng
Quận 4,80 m²,2 phòng,38614800,02/12/2023,22/11/2023,Đầy đủ,,"Cho thuê 2PN 2WC Gold View giá chỉ 18tr/tháng, ở liền được giá tốt nhất thị trường 077625458 Vi",18 triệu/tháng,2 phòng
Bình Thạnh,56 m²,1 phòng,31447056,12/12/2023,27/11/2023,,,"Hàng hot, SH - 03, 56m2, view sông và hồ bơi, 15.9 triệu/tháng","15,9 triệu/tháng",1 phòng
Quận 3,30 m²,1 phòng,37426517,05/12/2023,25/11/2023,Full nội thất,,Căn hộ full nội thất đối diện công viên Tao Đàn Quận 1 - mặt tiền đường Trương Định,"8,2 triệu/tháng",2 phòng
Bình Thạnh,90 m²,2 phòng,29240216,04/12/2023,24/11/2023,"Nội thất Châu Âu, nhà mới 99%.",Sổ đỏ/ Sổ hồng,Cho thuê căn hộ 2PN Vinhomes Central Park 90m2 phòng khách rộng view thoáng giá tốt. LH ,18 triệu/tháng,2 phòng
Tân Phú,71 m²,2 phòng,38585788,02/12/2023,25/11/2023,,Sổ đỏ/ Sổ hồng,"Cho thuê căn hộ Celadon City Tân Phú giỏ hàng 1,2,3 phòng ngủ dễ dàng lựa chọn căn hộ ưng ý",10 triệu/tháng,2 phòng
Quận 2,72 m²,2 phòng,32346182,03/12/2023,26/11/2023,Nội thất đầy đủ chỉ việc xách vali vào ở,,"Cho thuê Masteri Thảo Điền 1PN 12 triệu, 2PN giá 14 triệu view sông đẹp lung linh. LH ",14 triệu/tháng,2 phòng
Quận 6,50 m²,2 phòng,38561001,05/12/2023,25/11/2023,Cơ bản,Hợp đồng mua bán,"Cho thuê căn 2PN1WC giá 7.5tr - Nhận nhà ngay, căn 3PN giá 10tr - Tặng 12 tháng phí quản lý","7,5 triệu/tháng",1 phòng
Quận 7,60 m²,1 phòng,38625307,03/12/2023,23/11/2023,Đầy đủ,,The Midtowm PMH - giá 15tr cho cuộc sống đẳng cấp. Lh: ,15 triệu/tháng,1 phòng
Bình Chánh,57 m²,2 phòng,33958406,04/12/2023,04/11/2023,Cơ bản.,Hợp đồng mua bán.,"Giỏ hàng căn hộ Sài Gòn Mia, 1PN, 2PN, 3PN giá chỉ từ 10tr/th",10 triệu/tháng,1 phòng
Quận 6,77 m²,2 phòng,38650668,07/12/2023,27/11/2023,,,"Cho thuê chung cư cao cấp Sài Gòn Asiana Plaza, mới, đường Nguyễn Văn Luông, Phường 5 Q. 6","15,5 triệu/tháng",2 phòng
Phú Nhuận,95 m²,3 phòng,38569177,01/12/2023,16/11/2023,,,"Cho thuê căn hộ The Prince, Nguyễn Văn Trỗi, PN, DT 95m2, 3pn, 2wc, giá 19tr/th. LH ",19 triệu/tháng,2 phòng
Quận 2,44 m²,1 phòng,37099817,01/12/2023,24/11/2023,,,"Rổ hàng Centana cho thuê căn 1PN 8,5tr; 2PN 10,5; 3PN - 12tr/th. Xem nhà ngay ","8,5 triệu/tháng",1 phòng
Tân Phú,65 m²,2 phòng,38604943,01/12/2023,21/11/2023,Đầy đủ,Hợp đồng mua bán,"Cho thuê CHCC Richstar, Tân Phú, 65m2, 2PN, nhà mới, full. Giá 12,5 triệu/tháng LH: ","12,5 triệu/tháng",2 phòng
Quận 1,240 m²,4 phòng,38650663,07/12/2023,27/11/2023,Đầy đủ,,"Cho thuê căn Penthouse VinCom Đồng Khởi quận 1, 4 phòng ngủ 240m2, view siêu đẹp. LH: ",120 triệu/tháng,4 phòng
Quận 2,80 m²,2 phòng,38533011,30/11/2023,23/11/2023,Đầy đủ,,"Cho thuê căn hộ 2PN 2WC nội thất đầy đủ, có sẵn (giá thuê: 28 triệu/tháng bao phí quản lý)",28 triệu/tháng,2 phòng
Quận 11,105 m²,2 phòng,38622445,03/12/2023,23/11/2023,,,"Cho thuê CHCC Khải Hoàn, Lạc Long Quân, Quận 11. DT - 105m2 2PN giá 12 triệu nhà đẹp. LH ",12 triệu/tháng,2 phòng
Quận 1,118 m²,3 phòng,38637940,02/12/2023,25/11/2023,Đầy đủ,,Chuyên cho thuê căn hộ Vinhomes Golden River Bason 1 - 2 - 3 - 4PN giỏ hàng giá tốt nhất thị trường,30 triệu/tháng,2 phòng
Quận 2,70 m²,2 phòng,38537533,30/11/2023,23/11/2023,Đầy đủ,Hợp đồng mua bán,"Cho thuê chung cư Masteri An Phú (2PN - 2WC), giá 18tr/th",18 triệu/tháng,2 phòng
Bình Chánh,59 m²,2 phòng,38625324,30/11/2023,23/11/2023,Cơ bản,,"Giỏ cho thuê căn hộ Westgate, Bình Chánh tháng 11, free phí QL 1 năm, nhà mới 100%","5,2 triệu/tháng",2 phòng
Quận 7,37 m²,1 phòng,38589792,28/11/2023,18/11/2023,,,Cho thuê căn hộ studio tại chung cư Lavida Plus. LH ,"7,5 triệu/tháng",1 phòng
Bình Thạnh,120 m²,3 phòng,32320295,04/12/2023,24/11/2023,Đầy đủ nội thất hiện đại sang trọng.,Sổ đỏ/ Sổ hồng,"Cho thuê gấp căn hộ 3PN Vinhomes Central Park, full NT, view sông, 120m2. LH ",26 triệu/tháng,2 phòng
Quận 2,57 m²,1 phòng,38636060,05/12/2023,25/11/2023,Đầy đủ,,"Đang hiếm căn 1 phòng ngủ! Đầy đủ nội thất căn hộ Feliz En Vista 57m2 - giá thuê chỉ 15,5tr/th","15,5 triệu/tháng",1 phòng
Bình Thạnh,56 m²,1 phòng,30843858,27/12/2023,27/11/2023,,,"WH - 03, 56m2, 1PN, nhà như hình, giá 16 triệu/tháng, LH ",16 triệu/tháng,1 phòng
Quận 2,86 m²,3 phòng,38305155,03/12/2023,23/11/2023,Đầy đủ,,Cho thuê căn hộ New City 3PN - đầy đủ nội thất hiện đại. View sông mát mẻ. Xách vali vào ở ngay,"19,5 triệu/tháng",2 phòng
Quận 2,62 m²,2 phòng,38096015,28/11/2023,18/11/2023,,,"Masteri Thảo Điền 2PN + 2WC - 62m2 - Nhà đẹp - Nội thất như hình, giá thuê tốt 17 triệu/tháng",17 triệu/tháng,2 phòng
Quận 5,40 m²,1 phòng,28715691,04/12/2023,24/11/2023,,,"Em chuyên cho thuê Everrich Infinity nhiều căn 1PN từ 13 - 15 triệu/tháng, LH ","13,5 triệu/tháng",1 phòng
Quận 4,50 m²,1 phòng,29571923,22/12/2023,22/11/2023,,Sổ đỏ/ Sổ hồng,"Cho thuê căn hộ 1PN chung cư cao cấp Galaxy Q4, giá chỉ 13 tr/ full nội thất",13 triệu/tháng,1 phòng
Bình Thạnh,50 m²,2 phòng,38632604,09/12/2023,24/11/2023,Cao Cấp,,Chính chủ khai trương giảm 50% 2PN gần ĐH Văn Lang và Nguyễn Xí - Nơ Trang Long,"8,2 triệu/tháng",1 phòng
Quận 7,67 m²,2 phòng,31774047,07/12/2023,27/11/2023,,,"Cho thuê căn hộ 2PN, nội thất, giá 8 triệu/tháng, LH ",8 triệu/tháng,2 phòng
Phú Nhuận,51 m²,1 phòng,38611534,02/12/2023,22/11/2023,,,"Cho thuê CHCC The Prince Residence, 51m2, 1PN, nhà cực đẹp, giá 14tr/th. LH: ",14 triệu/tháng,1 phòng
Quận 8,70 m²,2 phòng,38320288,03/12/2023,23/11/2023,,,"Cho thuê căn hộ Topaz 2PN - 2WC có rèm, máy lạnh giá 8tr5. Nhà mới sơn sạch sẽ đẹp","8,5 triệu/tháng",2 phòng
Quận 7,97 m²,3 phòng,38490513,07/12/2023,27/11/2023,Full nội thất.,,"Cho thuê căn hộ 3PN, Nội thất, Giá 8.5 triệu/tháng. LH ","8,5 triệu/tháng",4 phòng
Phú Nhuận,50 m²,1 phòng,37403315,07/12/2023,22/11/2023,,,"Giỏ hàng cho thuê căn hộ The Prince Nguyễn Văn Trỗi, 1PN - 2PN - 3PN giá từ 12tr. LH ",12 triệu/tháng,1 phòng
Quận 4,83 m²,2 phòng,38414683,29/11/2023,19/11/2023,,,Cho thuê căn hộ De La Sol Quận 4 mới nhất và giá tốt nhất thị trường,19 triệu/tháng,
Quận 1,74 m²,2 phòng,38563331,15/12/2023,15/11/2023,Full nội thất,,"Cho thuê căn hộ 74m2, Đường Nguyễn Siêu, P. Bến Nghé, Quận 1, TPHCM",15 triệu/tháng,2 phòng
Tân Bình,45 m²,1 phòng,37060122,03/12/2023,18/11/2023,Đầy đủ,,"Hệ thống căn hộ 1PN 2PN 3PN cao cấp mới xây ngay công viên Hoàng Văn Thụ, sân bay từ 8 - 16tr",8 triệu/tháng,1 phòng
Quận 7,137 m²,3 phòng,38139243,07/12/2023,27/11/2023,Full nội thất.,Sổ đỏ/ Sổ hồng,"Chuyên cho thuê CH Garden Court view Đông Nam căn góc 137m2, giá cực tốt chỉ 24tr/th có ô xe",24 triệu/tháng,
Phú Nhuận,70 m²,2 phòng,38168078,30/11/2023,15/11/2023,,,"Cho thuê căn hộ Golden Mansion, Phổ Quang, Phú Nhuận, DT 70m2, 2PN, giá 13tr/th. LH: ",13 triệu/tháng,2 phòng
Quận 7,53 m²,1 phòng,35037730,01/12/2023,21/11/2023,,,"CHCC Q7 Riverside Full NT 1PN 7.5tr/ 2PN 8.5tr/ 3PN 12tr bớt lộc cho khách thiện chí, LH ","7,5 triệu/tháng",1 phòng
Quận 2,73 m²,2 phòng,34248243,04/12/2023,24/11/2023,Đầy đủ.,,"Giá tốt nhất Lexington (OT- 7.5tr), (1PN - 11.5tr), (2PN - 12tr), (3PN - 17tr) vào ở ngay",12 triệu/tháng,2 phòng
Tân Bình,52 m²,1 phòng,38650907,07/12/2023,27/11/2023,Đầy đủ,,"Cho thuê 1PN 1WC 52m2 Full NT cao cấp tại Botanica Premier khu sân bay, công viên Gia Định","12,5 triệu/tháng",1 phòng
Bình Thạnh,66 m²,2 phòng,38531682,01/12/2023,21/11/2023,Đầy đủ,,"Cần cho thuê căn 2PN Richmond nội thất cơ bản 13tr, full nội thất 14.5tr view mát. Liên hệ em Duy",13 triệu/tháng,2 phòng
Quận 2,140 m²,3 phòng,38595383,05/12/2023,20/11/2023,,Sổ hồng.,Chuyên cho thuê The Vista: 2PN-17tr; 3PN-23tr; 4PN-50tr; Duplex-65tr; Penthouse-80tr. LH ,23 triệu/tháng,4 phòng
Quận 7,82 m²,2 phòng,38650488,07/12/2023,27/11/2023,Full cao cấp.,,"(Nhà xinh) Cho thuê căn hộ 2PN Midtown M8 tone trắng sang trọng, DT 82m2, giá chỉ 29triệu/tháng",29 triệu/tháng,2 phòng
Quận 7,91 m²,3 phòng,31539862,05/12/2023,25/11/2023,Đầy đủ nội thất,Sổ hồng,"Cho thuê chung cư Sky Garden, Phú Mỹ Hưng, 3PN - nhà đẹp lầu cao giá 13 triệu. ",13 triệu/tháng,2 phòng
Quận 4,71 m²,2 phòng,38631760,04/12/2023,24/11/2023,,,"Độc quyền! Căn góc 2PN, view nội khung sống động",18 triệu/tháng,2 phòng
Quận 2,56 m²,1 phòng,38650394,12/12/2023,27/11/2023,Cơ bản,,Cho thuê chuyển nhượng căn hộ Lumiere Riverside - Thảo Điền Q2 giá tốt nhất thị trường 19 tr/th,19 triệu/tháng,1 phòng
Quận 12,58 m²,2 phòng,37203722,05/12/2023,20/11/2023,Không nội thất,Hợp đồng mua bán,"Rổ hàng thuê PiCity Q.12 cập nhật tháng 11 căn 3PN 8tr, 2PN 6,5tr, 1PN 6tr, nhà trống, NTCB, ở ngay","6,5 triệu/tháng",1 phòng
Thủ Đức,48 m²,1 phòng,38625479,08/12/2023,23/11/2023,Cơ bản,,Cho thuê căn hộ chung cư - văn phòng Offitell 48m2,"7,5 triệu/tháng",1 phòng
Bình Thạnh,131 m²,3 phòng,37987291,07/12/2023,22/11/2023,,,Sunwah Pearl - 3PN - 131m2 - đầy đủ nội thất - 40 triệu/tháng,40 triệu/tháng,
Phú Nhuận,40 m²,1 phòng,38517894,01/12/2023,21/11/2023,,,"Hạ giá CH Newton Trương Quốc Dung, P8 Phú Nhuận, DT 40m2, giá 10 triệu/Th, LH ",10 triệu/tháng,1 phòng
Quận 9,55 m²,1 phòng,35717912,30/11/2023,20/11/2023,Full,Chưa sổ,"Chính chủ cho thuê căn hộ Flora Fuji 1PN giá 5,5 và  6,5tr full NT, call ","5,5 triệu/tháng",1 phòng
Quáº­n 2,,,,,,,,Cho thuÃª 3PN Sadora Sala - 26tr,,
Quận 4,70 m²,2 phòng,37851466,07/12/2023,27/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,Cho thuê nhanh căn góc 2PN Galaxy 9 quận 4 giá tốt. LH: ,18 triệu/tháng,2 phòng
Quận 4,70 m²,2 phòng,38614664,02/12/2023,22/11/2023,,,Hot! Cho thuê căn hộ 2PN1WC Gold View 65m2 view Bitexco giá chỉ 16tr LH: ,16 triệu/tháng,1 phòng
Quận 10,71 m²,2 phòng,35937410,07/12/2023,27/11/2023,,,Cho thuê căn hộ Ngô Gia Tự: 2PN2WC full NT nhà bao đẹp ở liền đúng giá 8tr LH: Duy Phong ,8 triệu/tháng,2 phòng
Quận 4,30 m²,,38340197,07/12/2023,27/11/2023,Đầy đủ,Hợp đồng mua bán,Cần cho thuê studio River Gate quận 4 giá tốt. LH: ,13 triệu/tháng,1 phòng
Quận 6,86 m²,2 phòng,38447385,01/12/2023,21/11/2023,Đầy đủ,,"Cho thuê căn hộ Him Lam Chợ Lớn; 86m2, 2pn, 2wc, full NT nhà mới giá 11,5tr/tháng LH: ","11,5 triệu/tháng",2 phòng
Quận 4,65 m²,2 phòng,34916341,30/11/2023,20/11/2023,,,"Căn hộ Tresor 2 phòng ngủ, 65m2, đầy đủ nội thất, giá chỉ 17 triệu, LH ",17 triệu/tháng,1 phòng
Tân Phú,70 m²,2 phòng,38380985,07/12/2023,27/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,"Căn cho thuê 9tr, 2PN, 2WC, full nội thất, ở liền có ban công thoáng mát như hình",9 triệu/tháng,2 phòng
Quận 4,79 m²,2 phòng,35872024,04/12/2023,24/11/2023,,,"Tin thật 100%, cho thuê ICON 56 quận 4, 2 phòng ngủ 79m2, đầy đủ nội thất, 18 tr/th. LH ",18 triệu/tháng,2 phòng
Bình Thạnh,106 m²,3 phòng,38650255,07/12/2023,27/11/2023,Đầy đủ,,Cho thuê 3PN Sunwah Pearl - chân cầu Thủ Thiêm giá chỉ 40 tr nội thất đẹp,40 triệu/tháng,3 phòng
Quận 2,68 m²,2 phòng,38359471,29/11/2023,19/11/2023,Cơ bản,,"Cho thuê CHCC Lumiere Riverside 2PN giá siêu hời, phòng sang trọng ưu đãi LH ",20 triệu/tháng,2 phòng
Tân Phú,63 m²,2 phòng,38484092,28/11/2023,18/11/2023,,,"Cho thuê chung cư Celadon City, Quận Tân Phú, 63m2, 2PN, 1WC, giá 11 tr/tháng. LH: ",11 triệu/tháng,1 phòng
Quận 7,70 m²,2 phòng,38544899,04/12/2023,24/11/2023,Đầy đủ,,"Cần cho thuê căn hộ D-Vela, Quận 7, 70m2, 2pn, 2wc. Giá siêu rẻ",10 triệu/tháng,2 phòng
Tân Bình,69 m²,2 phòng,37068885,03/12/2023,23/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,"Cho thuê Botanica Premier Phú Nhuận 69m2, 2PN, 2wc. Thuê 16tr/th LH ",16 triệu/tháng,2 phòng
Quận 2,25 m²,1 phòng,38589326,05/12/2023,20/11/2023,Cơ bản,,"Cho thuê phòng NT cơ bản ngay Trần Não, CC Bộ Công An, Quận 2, 25m2, 1WC1PN, chỉ 3,9tr","3,9 triệu/tháng",1 phòng
Tân Bình,125 m²,3 phòng,38347257,30/11/2023,20/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,Cho thuê căn hộ 3pn 125m2 đủ nội thất 21tr/tháng CC Sài Gòn Airport Plaza,21 triệu/tháng,2 phòng
Quận 11,33 m²,1 phòng,37031968,07/12/2023,27/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,Căn hộ ban công sang trọng ngay trường đua Phú Thọ,8 triệu/tháng,1 phòng
Thủ Đức,56 m²,2 phòng,37843181,07/12/2023,27/11/2023,Không nội thất,,Cho thuê căn hộ Đạt Gia giá 6.5tr nhà trống - có nội thất giá 7tr - giao nhà liền,"6,5 triệu/tháng",2 phòng
Quận 2,84 m²,2 phòng,38650343,07/12/2023,27/11/2023,Full nội thất,,Căn góc 2PN Full NT Vista Verde thoáng mát- 84m2- 2 Toilet giá rẻ chỉ 16tr/tháng,16 triệu/tháng,2 phòng
Quận 4,200 m²,,38489857,07/12/2023,27/11/2023,Cơ bản,Hợp đồng mua bán,Cần cho thuê office-tel River gate 200 (m2) giá tốt. LH: ,67 triệu/tháng,
Tân Phú,67 m²,2 phòng,38578722,07/12/2023,27/11/2023,Đầy đủ,,"Cho thuê 2PN, 2WC, giá rẻ nhất khu full nội thất như hình, căn góc view công viên cực kỳ thoáng mát",Thỏa thuận,2 phòng
Quận 9,50 m²,2 phòng,36330547,03/12/2023,23/11/2023,,,"Cho thuê CH Sky 9, giá rẻ: 50m2/2PN/5.5tr/th; 62m2/2PN/2WC/6 tr/th, LH: ","5,5 triệu/tháng",1 phòng
Quận 6,72 m²,2 phòng,37329395,07/12/2023,27/11/2023,Cơ bản.,Hợp đồng mua bán.,"Cho thuê CH Western Capital- Q6, Căn 2PN/72m2/9tr(Full nội thất 10tr); 3PN/90m2/10tr(Full nt 13tr)",9 triệu/tháng,2 phòng
